srcClass,srcMethod,dstClass,dstMethod
net.jforum.search.LuceneIndexer,createDocument,net.jforum.entities.Post,hasAttachments
net.jforum.search.LuceneIndexer,createDocument,net.jforum.entities.Post,isModerate
net.jforum.search.LuceneIndexer,createRAMWriter,net.jforum.exceptions.SearchException,<init>
net.jforum.search.LuceneIndexer,createRAMWriter,net.jforum.search.LuceneSettings,analyzer
net.jforum.search.LuceneIndexer,createRAMWriter,net.jforum.util.preferences.SystemGlobals,getIntValue
net.jforum.search.LuceneIndexer,flushRAMDirectory,net.jforum.exceptions.SearchException,<init>
net.jforum.search.LuceneIndexer,flushRAMDirectory,net.jforum.search.LuceneSettings,analyzer
net.jforum.search.LuceneIndexer,flushRAMDirectory,net.jforum.search.LuceneSettings,directory
net.jforum.search.LuceneIndexer,notifyNewDocumentAdded,net.jforum.search.NewDocumentAdded,newDocumentAdded
net.jforum.search.LuceneIndexer,performDelete,net.jforum.entities.Post,getId
net.jforum.search.LuceneIndexer,performDelete,net.jforum.search.LuceneSettings,analyzer
net.jforum.search.LuceneIndexer,performDelete,net.jforum.search.LuceneSettings,directory
net.jforum.search.LuceneIndexer,unknown,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.search.LuceneIndexer,unknown,net.jforum.dao.DataAccessDriver,newAttachmentDAO
net.jforum.search.LuceneIndexer,unknown,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.search.LuceneManager,create,net.jforum.search.LuceneIndexer,create
net.jforum.search.LuceneManager,delete,net.jforum.search.LuceneIndexer,delete
net.jforum.search.LuceneManager,init,net.jforum.exceptions.ForumException,<init>
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneContentCollector,<init>
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneIndexer,<init>
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneIndexer,watchNewDocuDocumentAdded
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneReindexArgs,<init>
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneReindexer,<init>
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneReindexer,startBackgroundProcess
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneSearch,<init>
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneSettings,<init>
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneSettings,createIndexDirectory
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneSettings,directory
net.jforum.search.LuceneManager,init,net.jforum.search.LuceneSettings,useFSDirectory
net.jforum.search.LuceneManager,init,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.search.LuceneManager,init,net.jforum.util.preferences.SystemGlobals,setObjectValue
net.jforum.search.LuceneManager,search,net.jforum.search.LuceneSearch,search
net.jforum.search.LuceneManager,update,net.jforum.search.LuceneIndexer,update
net.jforum.search.LuceneReindexer,reindex,net.jforum.JForumExecutionContext,finish
net.jforum.search.LuceneReindexer,reindex,net.jforum.JForumExecutionContext,get
net.jforum.search.LuceneReindexer,reindex,net.jforum.JForumExecutionContext,set
net.jforum.search.LuceneReindexer,reindex,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.search.LuceneReindexer,reindex,net.jforum.dao.DataAccessDriver,newLuceneDAO
net.jforum.search.LuceneReindexer,reindex,net.jforum.dao.LuceneDAO,firstPostIdByDate
net.jforum.search.LuceneReindexer,reindex,net.jforum.dao.LuceneDAO,getPostsToIndex
net.jforum.search.LuceneReindexer,reindex,net.jforum.dao.LuceneDAO,lastPostIdByDate
net.jforum.search.LuceneReindexer,reindex,net.jforum.entities.Post,getId
net.jforum.search.LuceneReindexer,reindex,net.jforum.exceptions.ForumException,<init>
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneIndexer,batchCreate
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneIndexer,flushRAMDirectory
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneManager,luceneIndexer
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneManager,luceneSearch
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneReindexArgs,avoidDuplicatedRecords
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneReindexArgs,filterByMessage
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneReindexArgs,getFirstPostId
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneReindexArgs,getFromDate
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneReindexArgs,getLastPostId
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneReindexArgs,getToDate
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneReindexArgs,recreate
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneSearch,findDocumentByPostId
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.LuceneSettings,createIndexDirectory
net.jforum.search.LuceneReindexer,reindex,net.jforum.search.SearchFacade,manager
net.jforum.search.LuceneReindexer,reindex,net.jforum.util.preferences.SystemGlobals,getIntValue
net.jforum.search.LuceneReindexer,reindex,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.search.LuceneReindexer,reindex,net.jforum.util.preferences.SystemGlobals,setValue
net.jforum.search.LuceneReindexer,startBackgroundProcess,net.jforum.util.preferences.SystemGlobals,setValue
net.jforum.search.LuceneSearch,analyzeKeywords,net.jforum.exceptions.SearchException,<init>
net.jforum.search.LuceneSearch,analyzeKeywords,net.jforum.search.LuceneSettings,analyzer
net.jforum.search.LuceneSearch,filterByDateRange,net.jforum.search.LuceneSettings,formatDateTime
net.jforum.search.LuceneSearch,filterByDateRange,net.jforum.search.SearchArgs,getFromDate
net.jforum.search.LuceneSearch,filterByDateRange,net.jforum.search.SearchArgs,getToDate
net.jforum.search.LuceneSearch,filterByForum,net.jforum.search.SearchArgs,getForumId
net.jforum.search.LuceneSearch,filterByKeywords,net.jforum.search.LuceneSettings,analyzer
net.jforum.search.LuceneSearch,filterByKeywords,net.jforum.search.SearchArgs,isMatchAll
net.jforum.search.LuceneSearch,filterByKeywords,net.jforum.search.SearchArgs,isMatchExact
net.jforum.search.LuceneSearch,filterByKeywords,net.jforum.search.SearchArgs,isMatchRaw
net.jforum.search.LuceneSearch,filterByKeywords,net.jforum.search.SearchArgs,rawKeywords
net.jforum.search.LuceneSearch,filterByKeywords,net.jforum.search.SearchArgs,shouldLimitSearchToSubject
net.jforum.search.LuceneSearch,filterByUser,net.jforum.search.SearchArgs,getUserIds
net.jforum.search.LuceneSearch,filterByUser,net.jforum.util.I18n,getMessage
net.jforum.search.LuceneSearch,getSorter,net.jforum.search.SearchArgs,getOrderBy
net.jforum.search.LuceneSearch,getSorter,net.jforum.search.SearchArgs,isGroupByForum
net.jforum.search.LuceneSearch,getSorter,net.jforum.search.SearchArgs,isOrderDirectionDescending
net.jforum.search.LuceneSearch,openSearch,net.jforum.exceptions.SearchException,<init>
net.jforum.search.LuceneSearch,openSearch,net.jforum.search.LuceneSettings,directory
net.jforum.search.LuceneSearch,performSearch,net.jforum.exceptions.SearchException,<init>
net.jforum.search.LuceneSearch,performSearch,net.jforum.repository.ForumRepository,getTotalMessages
net.jforum.search.LuceneSearch,performSearch,net.jforum.search.LuceneSettings,analyzer
net.jforum.search.LuceneSearch,performSearch,net.jforum.search.SearchResult,<init>
net.jforum.search.NewMessagesSearchOperation,extractForumId,net.jforum.entities.Topic,getForumId
net.jforum.search.NewMessagesSearchOperation,performSearch,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.search.NewMessagesSearchOperation,performSearch,net.jforum.dao.DataAccessDriver,newTopicDAO
net.jforum.search.NewMessagesSearchOperation,performSearch,net.jforum.dao.TopicDAO,findTopicsByDateRange
net.jforum.search.NewMessagesSearchOperation,performSearch,net.jforum.search.SearchResult,getRecords
net.jforum.search.NewMessagesSearchOperation,prepareForDisplay,net.jforum.view.forum.common.TopicsCommon,prepareTopics
net.jforum.search.PorterStandardAnalyzer,unknown,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.search.SearchArgs,fetchCount,net.jforum.util.preferences.SystemGlobals,getIntValue
net.jforum.search.SearchArgs,getUserIdsForName,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.search.SearchArgs,getUserIdsForName,net.jforum.dao.DataAccessDriver,newUserDAO
net.jforum.search.SearchArgs,getUserIdsForName,net.jforum.dao.UserDAO,findByName
net.jforum.search.SearchArgs,getUserIdsForName,net.jforum.entities.User,getId
net.jforum.search.SearchArgs,removeNegativeIds,net.jforum.entities.User,getId
net.jforum.search.SearchFacade,create,net.jforum.search.LuceneManager,create
net.jforum.search.SearchFacade,delete,net.jforum.search.LuceneManager,delete
net.jforum.search.SearchFacade,init,net.jforum.search.LuceneManager,<init>
net.jforum.search.SearchFacade,init,net.jforum.search.LuceneManager,init
net.jforum.search.SearchFacade,isSearchEnabled,net.jforum.util.preferences.SystemGlobals,getBoolValue
net.jforum.search.SearchFacade,search,net.jforum.search.LuceneManager,search
net.jforum.search.SearchFacade,search,net.jforum.search.SearchResult,<init>
net.jforum.search.SearchFacade,update,net.jforum.search.LuceneManager,update
net.jforum.search.SearchOperation,filterResults,net.jforum.repository.ForumRepository,getForum
net.jforum.search.SearchOperation,filterResults,net.jforum.search.SearchOperation.ForumFilterResult,<init>
net.jforum.search.SearchOperation,filterResults,net.jforum.search.SearchOperation.ForumFilterResult,getForum
net.jforum.search.SearchOperation,filterResults,net.jforum.search.SearchOperation.ForumFilterResult,isValid
net.jforum.search.SearchOperation,filterResults,net.jforum.search.SearchPost,setForum
net.jforum.search.SearchPost,equals,net.jforum.entities.Forum,equals
net.jforum.search.SearchPost,equals,net.jforum.entities.Post,equals
net.jforum.search.SearchPost,hashCode,net.jforum.entities.Post,hashCode
net.jforum.security.PermissionControl,addRole,net.jforum.dao.GroupSecurityDAO,addRole
net.jforum.security.PermissionControl,addRoleValue,net.jforum.dao.GroupSecurityDAO,addRoleValue
net.jforum.security.PermissionControl,canAccess,net.jforum.security.Role,getValues
net.jforum.security.PermissionControl,canAccess,net.jforum.security.RoleCollection,get
net.jforum.security.PermissionControl,canAccess,net.jforum.security.RoleValue,<init>
net.jforum.security.PermissionControl,canAccess,net.jforum.security.RoleValueCollection,contains
net.jforum.security.PermissionControl,deleteAllRoles,net.jforum.dao.GroupSecurityDAO,deleteAllRoles
net.jforum.security.PermissionControl,getRole,net.jforum.security.RoleCollection,get
